1,
0, 2871, 5,
1.1550934435e+00, 2.4404009914e+01, 6.8731795530e-02, 2.5044468780e+05, 1.4340260195e-05, 
1.1566684401e+00, 3.5578581247e+01, 2.4002698053e-01, 2.5064894467e+05, 2.9592292679e-05, 
1.1581793199e+00, 3.8691548920e+01, 3.0241733691e-01, 2.5075725051e+05, 4.5558366023e-05, 
1.1590462242e+00, 3.9686641181e+01, 3.3166936266e-01, 2.5078046041e+05, 6.2769261075e-05, 
1.1594746096e+00, 4.0056348757e+01, 3.4192429178e-01, 2.5079123146e+05, 7.9847605921e-05, 
1.1596603084e+00, 4.0201884167e+01, 3.4534666230e-01, 2.5079455458e+05, 9.6213927135e-05, 
1.1597407456e+00, 4.0271386673e+01, 3.4504769922e-01, 2.5079539404e+05, 1.1154653763e-04, 
1.1597738315e+00, 4.0290376636e+01, 3.4176731312e-01, 2.5079461710e+05, 1.2557779883e-04, 
1.1597864789e+00, 4.0308045509e+01, 3.3650563019e-01, 2.5079361572e+05, 1.3806829192e-04, 
1.1597885646e+00, 4.0309241656e+01, 3.2988426225e-01, 2.5079208666e+05, 1.4882222433e-04, 
1.1597853994e+00, 4.0310405402e+01, 3.2231656637e-01, 2.5079017344e+05, 1.5773088724e-04, 
1.1597791195e+00, 4.0307075616e+01, 3.1381836176e-01, 2.5078800762e+05, 1.6480150255e-04, 
1.1597701681e+00, 4.0305095246e+01, 3.0451807817e-01, 2.5078555896e+05, 1.7017080124e-04, 
1.1597593298e+00, 4.0303386017e+01, 2.9428252262e-01, 2.5078284767e+05, 1.7408615337e-04, 
1.1597468037e+00, 4.0301504772e+01, 2.8308589269e-01, 2.5077984559e+05, 1.7685769591e-04, 
1.1597327630e+00, 4.0299775312e+01, 2.7092822557e-01, 2.5077653877e+05, 1.7879612803e-04, 
1.1597172398e+00, 4.0298541873e+01, 2.5777961072e-01, 2.5077288850e+05, 1.8016006869e-04, 
1.1597002835e+00, 4.0296648242e+01, 2.4366667827e-01, 2.5076890933e+05, 1.8113551185e-04, 
1.1596817830e+00, 4.0294849328e+01, 2.2875238803e-01, 2.5076456824e+05, 1.8184662019e-04, 
1.1596618825e+00, 4.0293329086e+01, 2.1314955405e-01, 2.5075987142e+05, 1.8237016603e-04, 
1.1596405907e+00, 4.0292019559e+01, 1.9701390169e-01, 2.5075480708e+05, 1.8275131117e-04, 
1.1596179592e+00, 4.0290461202e+01, 1.8063484095e-01, 2.5074940410e+05, 1.8302918514e-04, 
1.1595940345e+00, 4.0289066983e+01, 1.6441773536e-01, 2.5074366862e+05, 1.8323185682e-04, 
1.1595689824e+00, 4.0288140900e+01, 1.4872283772e-01, 2.5073761314e+05, 1.8340512063e-04, 
1.1595430667e+00, 4.0287391420e+01, 1.3394536476e-01, 2.5073129117e+05, 1.8369599433e-04, 
1.1595166308e+00, 4.0286958801e+01, 1.2063667206e-01, 2.5072474789e+05, 1.8375414654e-04, 
1.1594894801e+00, 4.0286641668e+01, 1.0916996420e-01, 2.5071789736e+05, 1.8377203651e-04, 
1.1594649414e+00, 4.0287061400e+01, 1.0069073401e-01, 2.5071147628e+05, 1.8378437672e-04, 
1.1594299371e+00, 4.0288166662e+01, 9.2299434132e-02, 2.5070248109e+05, 1.8378771177e-04, 
1.1553420330e+00, 1.2118111569e+01, 5.4980453840e-02, 2.5016075813e+05, 9.5588231477e-06, 
1.1557876579e+00, 2.6747437793e+01, 2.2201012970e-01, 2.5035127423e+05, 2.0717628047e-05, 
1.1567668355e+00, 3.4064258629e+01, 3.4050971758e-01, 2.5054187904e+05, 2.7203599213e-05, 
1.1577306213e+00, 3.7499668876e+01, 4.2626883657e-01, 2.5064316670e+05, 3.3052625544e-05, 
1.1585462466e+00, 3.9108378679e+01, 4.7443107856e-01, 2.5069457186e+05, 3.9286883655e-05, 
1.1590826807e+00, 3.9859564970e+01, 4.9940601822e-01, 2.5072095559e+05, 5.0794759984e-05, 
1.1593615367e+00, 4.0217096804e+01, 5.1165448026e-01, 2.5073368587e+05, 6.5043185189e-05, 
1.1594685077e+00, 4.0386692419e+01, 5.1543819144e-01, 2.5073658331e+05, 8.0322780266e-05, 
1.1595073399e+00, 4.0458339115e+01, 5.1395266779e-01, 2.5073723695e+05, 9.5760084570e-05, 
1.1595186398e+00, 4.0483279551e+01, 5.0977198802e-01, 2.5073649668e+05, 1.1074898657e-04, 
1.1595217472e+00, 4.0497535738e+01, 5.0298759249e-01, 2.5073571207e+05, 1.2476118623e-04, 
1.1595201647e+00, 4.0493156210e+01, 4.9417190317e-01, 2.5073461894e+05, 1.3733635301e-04, 
1.1595168622e+00, 4.0487909049e+01, 4.8370000931e-01, 2.5073348609e+05, 1.4813266975e-04, 
1.1595127241e+00, 4.0481379038e+01, 4.7150256947e-01, 2.5073227674e+05, 1.5698576050e-04, 
1.1595086061e+00, 4.0470936318e+01, 4.5777069816e-01, 2.5073103955e+05, 1.6393227937e-04, 
1.1595044277e+00, 4.0458872212e+01, 4.4285141419e-01, 2.5072972238e+05, 1.6918649611e-04, 
1.1595001863e+00, 4.0447673016e+01, 4.2685176124e-01, 2.5072832740e+05, 1.7306720326e-04, 
1.1594943183e+00, 4.0435318580e+01, 4.0951817590e-01, 2.5072668282e+05, 1.7590594322e-04, 
1.1594883393e+00, 4.0422385469e+01, 3.9074864653e-01, 2.5072496787e+05, 1.7798556247e-04, 
