0, +4.9524e-01, +1.7180e+02, +9.0887e+01, +1.5059e+05, 1.778207e-01, 3.741897e-03, 1.141962e-04, -1.675903e-07,
100, +1.9692e-01, +6.8140e+01, +6.6125e+01, +5.9212e+04, 9.707101e-01, 3.634468e-03, 1.396512e-03, -5.262701e-07,
200, +2.2825e-01, +7.2625e+01, +6.0186e+01, +6.6769e+04, 8.317286e-01, 3.641391e-03, 2.491292e-03, -7.039260e-07,
300, +2.3766e-01, +7.8876e+01, +5.7745e+01, +6.9559e+04, 6.744283e-01, 3.640519e-03, -1.903436e-02, -5.464260e-07,
400, +2.0585e-01, +6.8033e+01, +6.2912e+01, +6.0237e+04, 5.929647e-01, 3.635449e-03, 1.420676e-02, -2.977259e-07,
500, +2.1131e-01, +6.2164e+01, +6.3899e+01, +6.1855e+04, 5.296650e-01, 3.628725e-03, -5.174743e-03, 1.315698e-07,
600, +2.2411e-01, +7.3033e+01, +6.1509e+01, +6.5375e+04, 4.651758e-01, 3.618737e-03, -1.905208e-03, 2.742893e-08,
700, +1.9238e-01, +5.8280e+01, +6.6120e+01, +5.6274e+04, 4.174814e-01, 3.606833e-03, 1.566323e-05, 1.449751e-07,
800, +2.1829e-01, +7.6210e+01, +6.2617e+01, +6.3553e+04, 3.816222e-01, 3.594248e-03, -1.241940e-02, 2.683280e-07,
900, +2.0508e-01, +5.1922e+01, +6.8159e+01, +6.1140e+04, 3.406259e-01, 3.580374e-03, 4.556173e-03, 3.879937e-07,
1000, +1.8484e-01, +5.8830e+01, +6.2398e+01, +5.6039e+04, 2.997759e-01, 3.565617e-03, 6.398984e-03, 6.814209e-07,
1100, +1.8494e-01, +6.2279e+01, +5.8747e+01, +5.4224e+04, 2.649238e-01, 3.549671e-03, -1.858796e-03, 7.369607e-07,
1200, +1.9124e-01, +5.4064e+01, +5.7785e+01, +5.5911e+04, 2.342829e-01, 3.532588e-03, 3.169216e-03, 7.863513e-07,
1300, +2.2103e-01, +5.5897e+01, +5.5882e+01, +6.5158e+04, 2.111770e-01, 3.515148e-03, 3.364849e-04, 9.051029e-07,
1400, +2.5374e-01, +6.6470e+01, +5.6195e+01, +7.4400e+04, 1.912079e-01, 3.497383e-03, -1.513960e-02, 8.784821e-07,
1500, +2.1873e-01, +6.6976e+01, +6.4929e+01, +6.3879e+04, 1.651762e-01, 3.478492e-03, -4.505840e-03, 7.689601e-07,
1600, +2.3234e-01, +6.8475e+01, +5.8483e+01, +6.7785e+04, 1.349504e-01, 3.457984e-03, 5.368511e-03, 7.734961e-07,
1700, +2.4304e-01, +6.9533e+01, +6.3547e+01, +7.1058e+04, 1.100677e-01, 3.435910e-03, 1.644762e-05, 8.745347e-07,
1800, +2.0515e-01, +5.9685e+01, +5.9164e+01, +6.0013e+04, 9.329175e-02, 3.412848e-03, -9.946989e-03, 8.883257e-07,
1900, +2.0027e-01, +5.3636e+01, +5.3241e+01, +5.8638e+04, 8.132227e-02, 3.389157e-03, -4.648821e-03, 8.866393e-07,
2000, +2.0915e-01, +5.9559e+01, +5.1969e+01, +6.1166e+04, 6.687901e-02, 3.364640e-03, 1.087154e-02, 9.638014e-07,
2100, +1.9955e-01, +5.7125e+01, +4.9669e+01, +5.8805e+04, 4.850512e-02, 3.339089e-03, 1.607186e-02, 9.897352e-07,
2200, +2.0543e-01, +6.3038e+01, +4.5501e+01, +5.9833e+04, 3.013655e-02, 3.312564e-03, 1.005586e-02, 1.002368e-06,
2300, +1.9688e-01, +6.1116e+01, +5.1964e+01, +5.7358e+04, 1.483217e-02, 3.285124e-03, 4.186019e-03, 1.084390e-06,
2400, +1.8046e-01, +5.8225e+01, +4.9233e+01, +5.2507e+04, 3.326585e-03, 3.257046e-03, -3.396696e-03, 1.069318e-06,
2500, +1.9845e-01, +6.3768e+01, +4.8663e+01, +5.7681e+04, -5.152298e-03, 3.228503e-03, -8.578117e-03, 1.140703e-06,
2600, +1.8452e-01, +6.2961e+01, +5.2262e+01, +5.3541e+04, -1.212284e-02, 3.199146e-03, -7.065519e-03, 1.146342e-06,
2700, +1.6520e-01, +5.4361e+01, +4.9040e+01, +4.8202e+04, -1.769004e-02, 3.168613e-03, -2.979458e-03, 1.059947e-06,
2800, +1.7435e-01, +5.8484e+01, +5.3160e+01, +5.0606e+04, -2.155635e-02, 3.137022e-03, -1.873377e-03, 1.039087e-06,
2900, +1.6346e-01, +5.4761e+01, +5.0416e+01, +4.7476e+04, -2.406431e-02, 3.104922e-03, -3.832492e-03, 1.138434e-06,
3000, +1.4841e-01, +4.9259e+01, +4.3574e+01, +4.3153e+04, -2.615753e-02, 3.073030e-03, -3.747782e-03, 1.244238e-06,
3100, +1.5261e-01, +4.8495e+01, +4.4620e+01, +4.4460e+04, -2.742721e-02, 3.041644e-03, -1.539347e-03, 1.345960e-06,
3200, +1.7527e-01, +5.3240e+01, +4.6545e+01, +5.1018e+04, -2.787031e-02, 3.010928e-03, 1.072802e-03, 1.431751e-06,
3300, +1.7954e-01, +5.7690e+01, +4.5645e+01, +5.2175e+04, -2.807657e-02, 2.980639e-03, 2.651472e-03, 1.507484e-06,
3400, +1.6114e-01, +5.6753e+01, +4.8206e+01, +4.6676e+04, -2.756849e-02, 2.950712e-03, 5.672365e-03, 1.517694e-06,
3500, +1.4358e-01, +4.9877e+01, +4.7534e+01, +4.2805e+04, -2.557928e-02, 2.921123e-03, 6.154612e-03, 1.520523e-06,
3600, +1.5465e-01, +4.9021e+01, +5.3723e+01, +4.4953e+04, -2.243434e-02, 2.891998e-03, -7.752558e-04, 1.471400e-06,
3700, +1.5078e-01, +4.8090e+01, +4.9519e+01, +4.3848e+04, -1.903232e-02, 2.863487e-03, -8.542833e-03, 1.432631e-06,
3800, +1.4871e-01, +4.5584e+01, +4.6905e+01, +4.3292e+04, -1.585079e-02, 2.835572e-03, -7.745466e-03, 1.393483e-06,
