-2.019101e-01, -2.856517e-04, -1.447849e-01, 1.858250e-04, -nan,
-1.870031e-01, 1.559067e-03, -1.386345e-01, -1.607845e-03, -nan,
-1.720968e-01, 3.178171e-03, -1.329488e-01, -3.221699e-03, -nan,
-1.571915e-01, 4.630561e-03, -1.285421e-01, -4.667753e-03, -nan,
-1.422879e-01, 5.900878e-03, -1.251940e-01, -5.913296e-03, -nan,
-1.273861e-01, 7.063735e-03, -1.222358e-01, -7.071778e-03, -nan,
-1.124866e-01, 8.148605e-03, -1.202407e-01, -8.154183e-03, -nan,
-9.758949e-02, 9.101138e-03, -1.180899e-01, -9.098847e-03, -nan,
-8.269497e-02, 1.004758e-02, -1.164558e-01, -1.004949e-02, -nan,
-6.780321e-02, 1.097406e-02, -1.156134e-01, -1.096044e-02, -nan,
-5.291429e-02, 1.191775e-02, -1.154080e-01, -1.190717e-02, -nan,
-3.802832e-02, 1.287076e-02, -1.158058e-01, -1.284582e-02, -nan,
-2.314534e-02, 1.389018e-02, -1.170568e-01, -1.388328e-02, -nan,
-8.310873e-03, 1.479085e-02, -1.180725e-01, -1.477661e-02, -nan,
6.475066e-03, 1.566907e-02, -1.186387e-01, -1.564183e-02, 5.301929e-01,
2.125797e-02, 1.677258e-02, -1.208433e-01, -1.675010e-02, 2.954467e-01,
3.603782e-02, 1.776659e-02, -1.229209e-01, -1.774068e-02, 2.289427e-01,
5.081462e-02, 1.867365e-02, -1.243328e-01, -1.864564e-02, 1.939822e-01,
6.558840e-02, 1.966460e-02, -1.260874e-01, -1.963833e-02, 1.720112e-01,
8.035915e-02, 2.071903e-02, -1.282876e-01, -2.068968e-02, 1.568099e-01,
9.512689e-02, 2.183182e-02, -1.309320e-01, -2.181370e-02, 1.456538e-01,
1.098916e-01, 2.283371e-02, -1.331936e-01, -2.281173e-02, 1.367255e-01,
1.246534e-01, 2.377220e-02, -1.348857e-01, -2.375992e-02, 1.292318e-01,
1.394122e-01, 2.475260e-02, -1.367861e-01, -2.474178e-02, 1.230999e-01,
1.541681e-01, 2.569861e-02, -1.385617e-01, -2.569132e-02, 1.178575e-01,
1.689210e-01, 2.659966e-02, -1.401385e-01, -2.659977e-02, 1.132693e-01,
1.836709e-01, 2.739162e-02, -1.412407e-01, -2.739423e-02, 1.090873e-01,
1.984179e-01, 2.808612e-02, -1.417660e-01, -2.809013e-02, 1.051855e-01,
2.131620e-01, 2.880900e-02, -1.423660e-01, -2.882107e-02, 1.017315e-01,
2.279031e-01, 2.944934e-02, -1.427258e-01, -2.945729e-02, 9.854296e-02,
2.426412e-01, 3.000697e-02, -1.426484e-01, -3.002154e-02, 9.550960e-02,
2.573762e-01, 3.051171e-02, -1.423434e-01, -3.052249e-02, 9.266775e-02,
2.721082e-01, 3.099836e-02, -1.419165e-01, -3.101412e-02, 9.002052e-02,
2.868371e-01, 3.144954e-02, -1.413793e-01, -3.145980e-02, 8.754354e-02,
3.015629e-01, 3.190616e-02, -1.408148e-01, -3.192183e-02, 8.523956e-02,
3.162854e-01, 3.234409e-02, -1.402114e-01, -3.235244e-02, 8.308392e-02,
3.310046e-01, 3.283960e-02, -1.397001e-01, -3.285115e-02, 8.109960e-02,
3.457204e-01, 3.350337e-02, -1.398540e-01, -3.351036e-02, 7.943069e-02,
3.604327e-01, 3.430660e-02, -1.405172e-01, -3.430781e-02, 7.800968e-02,
3.751414e-01, 3.536620e-02, -1.420047e-01, -3.536185e-02, 7.690387e-02,
3.898464e-01, 3.685441e-02, -1.449853e-01, -3.684463e-02, 7.626373e-02,
4.045476e-01, 3.880266e-02, -1.495195e-01, -3.877554e-02, 7.606562e-02,
4.192447e-01, 4.153373e-02, -1.563956e-01, -4.148828e-02, 7.646461e-02,
4.339377e-01, 4.578633e-02, -1.679043e-01, -4.569657e-02, 7.793063e-02,
4.486263e-01, 5.293157e-02, -1.880263e-01, -5.277086e-02, 8.117986e-02,
4.633104e-01, 6.564702e-02, -2.249768e-01, -6.543098e-02, 8.747214e-02,
4.779897e-01, 8.674207e-02, -2.890150e-01, -8.655415e-02, 9.769000e-02,
4.926641e-01, 1.133413e-01, -3.769966e-01, -1.131844e-01, 1.099401e-01,
