4.926190e-01, 1.124995e-01, 3.744036e-01, -1.123612e-01, 1.095633e-01,
4.778543e-01, 8.620929e-02, 2.874395e-01, -8.602824e-02, 9.743480e-02,
4.630846e-01, 6.526668e-02, 2.237689e-01, -6.505288e-02, 8.725692e-02,
4.483101e-01, 5.254096e-02, 1.866862e-01, -5.238224e-02, 8.091771e-02,
4.335310e-01, 4.538919e-02, 1.665730e-01, -4.529880e-02, 7.765571e-02,
4.187475e-01, 4.122170e-02, 1.553689e-01, -4.117602e-02, 7.625612e-02,
4.039598e-01, 3.851652e-02, 1.485382e-01, -3.849491e-02, 7.586890e-02,
3.891681e-01, 3.659412e-02, 1.441896e-01, -3.658698e-02, 7.611730e-02,
3.743724e-01, 3.525730e-02, 1.418412e-01, -3.525304e-02, 7.693413e-02,
3.595730e-01, 3.429696e-02, 1.406429e-01, -3.430161e-02, 7.813476e-02,
3.447700e-01, 3.346937e-02, 1.398496e-01, -3.347883e-02, 7.953630e-02,
3.299634e-01, 3.279805e-02, 1.396908e-01, -3.280619e-02, 8.122155e-02,
3.151534e-01, 3.226300e-02, 1.399985e-01, -3.227743e-02, 8.316702e-02,
3.003401e-01, 3.179058e-02, 1.405782e-01, -3.180465e-02, 8.533685e-02,
2.855235e-01, 3.140832e-02, 1.414738e-01, -3.142145e-02, 8.776902e-02,
2.707037e-01, 3.097389e-02, 1.420238e-01, -3.099058e-02, 9.028351e-02,
2.558807e-01, 3.043593e-02, 1.422141e-01, -3.045111e-02, 9.289155e-02,
2.410547e-01, 2.992067e-02, 1.425336e-01, -2.993151e-02, 9.577913e-02,
2.262256e-01, 2.933652e-02, 1.424158e-01, -2.935093e-02, 9.879480e-02,
2.113935e-01, 2.864096e-02, 1.418722e-01, -2.864996e-02, 1.019724e-01,
1.965584e-01, 2.791892e-02, 1.412293e-01, -2.792827e-02, 1.054746e-01,
1.817203e-01, 2.716640e-02, 1.404309e-01, -2.716773e-02, 1.093489e-01,
1.668792e-01, 2.634459e-02, 1.391708e-01, -2.634483e-02, 1.135578e-01,
1.520351e-01, 2.538789e-02, 1.373235e-01, -2.538394e-02, 1.181408e-01,
1.371881e-01, 2.442911e-02, 1.356404e-01, -2.441648e-02, 1.235615e-01,
1.223380e-01, 2.354115e-02, 1.341786e-01, -2.352496e-02, 1.300949e-01,
1.074849e-01, 2.256192e-02, 1.320521e-01, -2.254811e-02, 1.376445e-01,
9.262887e-02, 2.148265e-02, 1.295665e-01, -2.145486e-02, 1.468206e-01,
7.776976e-02, 2.039114e-02, 1.271346e-01, -2.037492e-02, 1.586648e-01,
6.290760e-02, 1.947500e-02, 1.257812e-01, -1.945191e-02, 1.754057e-01,
4.804238e-02, 1.852893e-02, 1.236947e-01, -1.851294e-02, 1.989785e-01,
3.317409e-02, 1.732957e-02, 1.204856e-01, -1.729096e-02, 2.362355e-01,
1.830272e-02, 1.624704e-02, 1.182747e-01, -1.621767e-02, 3.149802e-01,
3.428260e-03, 1.526546e-02, 1.166936e-01, -1.523700e-02, 7.225918e-01,
-1.144927e-02, 1.429425e-02, 1.151881e-01, -1.427672e-02, -nan,
-2.632987e-02, 1.335122e-02, 1.142087e-01, -1.332980e-02, -nan,
-4.121349e-02, 1.242708e-02, 1.133909e-01, -1.241775e-02, -nan,
-5.610010e-02, 1.146217e-02, 1.128253e-01, -1.144302e-02, -nan,
-7.098963e-02, 1.053665e-02, 1.128894e-01, -1.053250e-02, -nan,
-8.588200e-02, 9.584230e-03, 1.134937e-01, -9.574107e-03, -nan,
-1.007771e-01, 8.660848e-03, 1.148300e-01, -8.659985e-03, -nan,
-1.156747e-01, 7.641454e-03, 1.161278e-01, -7.653933e-03, -nan,
-1.305748e-01, 6.560357e-03, 1.186815e-01, -6.570189e-03, -nan,
-1.454769e-01, 5.447249e-03, 1.221204e-01, -5.468203e-03, -nan,
-1.603809e-01, 4.201028e-03, 1.258500e-01, -4.236757e-03, -nan,
-1.752865e-01, 2.775443e-03, 1.303939e-01, -2.836586e-03, -nan,
-1.901930e-01, 1.098571e-03, 1.363751e-01, -1.119325e-03, -nan,
-2.051001e-01, -6.753027e-04, 1.429725e-01, 5.472804e-04, -nan,
-2.200070e-01, -2.997869e-03, 1.503102e-01, 2.956458e-03, -nan,
-2.349130e-01, -5.674774e-03, 1.592214e-01, 5.622828e-03, -nan,
-2.498172e-01, -8.940909e-03, 1.699057e-01, 8.900582e-03, -nan,
-2.647182e-01, -1.286194e-02, 1.827701e-01, 1.272096e-02, -nan,
-2.796148e-01, -1.805904e-02, 1.986658e-01, 1.796171e-02, -nan,
-2.945052e-01, -2.487429e-02, 2.206838e-01, 2.468300e-02, -nan,
-3.093871e-01, -3.412160e-02, 2.497833e-01, 3.386523e-02, -nan,
-3.242578e-01, -4.670879e-02, 2.876751e-01, 4.633579e-02, -nan,
-3.391138e-01, -6.359233e-02, 3.341339e-01, 6.321320e-02, -nan,
-3.539507e-01, -8.429491e-02, 3.831254e-01, 8.371247e-02, -nan,
-3.687626e-01, -1.086637e-01, 4.267957e-01, 1.081853e-01, -nan,
-3.835414e-01, -1.363216e-01, 4.620802e-01, 1.357917e-01, -nan,
-3.982760e-01, -1.685796e-01, 4.899927e-01, 1.679424e-01, -nan,
-4.129504e-01, -2.080969e-01, 5.124926e-01, 2.077700e-01, -nan,
-4.275399e-01, -2.557848e-01, 5.276282e-01, 2.549919e-01, -nan,
-4.420043e-01, -3.172979e-01, 5.323886e-01, 3.165509e-01, -nan,
-4.562710e-01, -3.941919e-01, 5.160620e-01, 3.910297e-01, -nan,
-4.701893e-01, -4.930763e-01, 4.539187e-01, 4.850663e-01, -nan,
-4.833640e-01, -5.762382e-01, 2.507247e-01, 5.635295e-01, -nan,
-4.943101e-01, -4.097371e-01, -1.055841e-01, 3.783104e-01, -nan,
-4.982370e-01, -5.471399e-02, 2.515741e-02, 4.092046e-02, -nan,
-4.923404e-01, -4.480241e-01, 2.995140e-02, 4.190350e-01, -nan,
-4.806483e-01, -5.601489e-01, -3.075418e-01, 5.507760e-01, -nan,
-4.672534e-01, -4.787506e-01, -4.831405e-01, 4.715431e-01, -nan,
-4.532404e-01, -3.834474e-01, -5.323364e-01, 3.807123e-01, -nan,
-4.389225e-01, -3.088832e-01, -5.439011e-01, 3.077938e-01, -nan,
-4.244267e-01, -2.511472e-01, -5.387723e-01, 2.506263e-01, -nan,
-4.098164e-01, -2.051166e-01, -5.247318e-01, 2.045763e-01, -nan,
-3.951274e-01, -1.678134e-01, -5.043990e-01, 1.673647e-01, -nan,
-3.803822e-01, -1.361730e-01, -4.770163e-01, 1.356649e-01, -nan,
-3.655955e-01, -1.087411e-01, -4.410928e-01, 1.083144e-01, -nan,
-3.507777e-01, -8.451916e-02, -3.974070e-01, 8.392159e-02, -nan,
-3.359363e-01, -6.405593e-02, -3.487965e-01, 6.361679e-02, -nan,
-3.210767e-01, -4.730543e-02, -3.009981e-01, 4.702656e-02, -nan,
-3.062033e-01, -3.431740e-02, -2.605842e-01, 3.402644e-02, -nan,
-2.913194e-01, -2.485731e-02, -2.294411e-01, 2.464499e-02, -nan,
-2.764276e-01, -1.791074e-02, -2.055427e-01, 1.780766e-02, -nan,
-2.615299e-01, -1.260864e-02, -1.873474e-01, 1.252583e-02, -nan,
-2.466281e-01, -8.528687e-03, -1.733180e-01, 8.484437e-03, -nan,
-2.317235e-01, -5.255785e-03, -1.622171e-01, 5.200552e-03, -nan,
-2.168172e-01, -2.592741e-03, -1.526833e-01, 2.547189e-03, -nan,
